Length,Deletion Probability,Epsilon,%Error_in_BMA,Time Taken_in_BMA,Average_EditDistance_BMA,%Error_in_WA1,Time Taken_in_WA1,Average_EditDistance_WA1
60,4.5,0.3,53.8,4.588973760604858,2.915,0.0,2.5314886569976807,0.0
60,4.5,0.5,73.3,1.6663916110992432,4.224,9.700000000000003,0.8198394775390625,0.1
60,4.5,1.0,87.9,1.0018486976623535,4.721,74.2,0.39668774604797363,1.103
60,5.0,0.1,48.6,27.380051612854004,3.18,0.0,17.425419092178345,0.0
60,5.0,0.3,73.8,3.221863269805908,5.135,0.09999999999999432,1.8495540618896484,0.001
60,5.0,0.5,83.6,1.4793963432312012,7.469,9.200000000000003,0.7590503692626953,0.094
60,5.0,1.0,91.9,0.8568823337554932,5.524,78.2,0.32425451278686523,1.254
60,10.0,0.1,100.0,36.923460960388184,9.303,0.0,24.21979856491089,0.0
60,10.0,0.3,100.0,4.232987403869629,9.499,3.200000000000003,2.5022411346435547,0.032
60,10.0,0.5,100.0,1.923600435256958,10.16,38.5,1.0098066329956055,0.444
60,10.0,1.0,100.0,0.9171829223632812,12.789,90.2,0.3323097229003906,1.681
80,0.1,0.1,0.0,17.236932277679443,0.0,0.0,11.651356220245361,0.0
80,0.1,0.3,0.0,2.769444227218628,0.0,0.0,1.4815714359283447,0.0
80,0.1,0.5,0.0,1.3134055137634277,0.0,0.0,0.6262023448944092,0.0
80,0.1,1.0,7.200000000000003,0.8404879570007324,0.154,7.400000000000006,0.29433608055114746,0.08
80,0.3,0.1,0.0,20.26759433746338,0.0,0.0,13.329864025115967,0.0
80,0.3,0.3,0.0,3.1154730319976807,0.0,0.0,1.7156407833099365,0.0
80,0.3,0.5,0.20000000000000284,1.6060466766357422,0.002,0.0,0.7286012172698975,0.0
80,0.3,1.0,21.299999999999997,1.1078472137451172,2.899,0.5999999999999943,0.44335198402404785,0.006
80,0.5,0.1,0.0,22.410889387130737,0.0,0.0,14.648452520370483,0.0
80,0.5,0.3,0.0,3.220010280609131,0.0,0.0,1.8492484092712402,0.0
80,0.5,0.5,0.0,1.3736674785614014,0.0,0.0,0.7382102012634277,0.0
80,0.5,1.0,33.8,0.7729175090789795,4.817,2.299999999999997,0.2813842296600342,0.023
80,1.0,0.1,0.0,19.732821464538574,0.0,0.0,12.90515947341919,0.0
80,1.0,0.3,0.0,2.5255160331726074,0.0,0.0,1.4363081455230713,0.0
80,1.0,0.5,0.7999999999999972,1.3403584957122803,0.071,0.5,0.656456470489502,0.005
80,1.0,1.0,53.5,0.8068931102752686,7.395,10.400000000000006,0.27513790130615234,0.109
80,1.5,0.1,0.0,21.716477870941162,0.0,0.0,14.366356611251831,0.0
80,1.5,0.3,0.0,2.8840930461883545,0.0,0.0,1.6432554721832275,0.0
80,1.5,0.5,4.099999999999994,0.8818883895874023,0.541,1.0,0.4528219699859619,0.01
80,1.5,1.0,71.8,0.5527667999267578,11.386,22.099999999999994,0.20359086990356445,0.247
80,2.0,0.1,0.0,20.62197232246399,0.0,0.0,13.396413803100586,0.0
80,2.0,0.3,0.20000000000000284,2.8139328956604004,0.029,0.0,1.6276726722717285,0.0
80,2.0,0.5,9.299999999999997,1.3793458938598633,0.635,2.9000000000000057,0.692302942276001,0.029
80,2.0,1.0,82.6,0.7193961143493652,13.093,39.8,0.2394542694091797,0.49
80,2.5,0.1,0.0,21.58769416809082,0.0,0.0,14.056745529174805,0.0
80,2.5,0.3,0.4000000000000057,2.5244381427764893,0.031,0.09999999999999432,1.4394433498382568,0.001
80,2.5,0.5,19.400000000000006,1.1361677646636963,2.099,4.799999999999997,0.571345329284668,0.048
80,2.5,1.0,88.2,0.732903003692627,14.386,49.2,0.24049830436706543,0.671
80,3.0,0.1,0.0,23.493693351745605,0.0,0.0,15.291373252868652,0.0
80,3.0,0.3,2.5999999999999943,3.1563632488250732,0.141,0.0,1.8382530212402344,0.0
80,3.0,0.5,35.8,1.0930395126342773,4.167,5.099999999999994,0.5507454872131348,0.053
80,3.0,1.0,74.8,0.6619114875793457,5.126,45.5,0.2635154724121094,0.571
80,3.5,0.1,0.0,24.471561431884766,0.0,0.0,15.778611183166504,0.0
80,3.5,0.3,26.099999999999994,3.41728138923645,2.681,0.0,1.9767422676086426,0.0
80,3.5,0.5,51.5,1.628859043121338,4.132,7.400000000000006,0.8246188163757324,0.077
80,3.5,1.0,84.6,0.8317115306854248,5.738,63.2,0.2812063694000244,0.905
80,4.0,0.1,1.7000000000000028,24.351555109024048,0.14,0.0,15.764080286026001,0.0
80,4.0,0.3,41.6,3.5213818550109863,4.187,0.0,2.05901837348938,0.0
80,4.0,0.5,68.9,1.5457806587219238,5.714,9.599999999999994,0.779616117477417,0.103
80,4.0,1.0,90.5,0.7967658042907715,7.025,74.2,0.2811455726623535,1.195
80,4.5,0.1,18.400000000000006,25.97904682159424,1.747,0.0,16.944870233535767,0.0
80,4.5,0.3,63.9,2.849597692489624,5.898,0.20000000000000284,1.695801019668579,0.002
80,4.5,0.5,83.8,1.6761252880096436,10.033,11.400000000000006,0.8938167095184326,0.116
80,4.5,1.0,93.2,0.8828468322753906,7.712,84.1,0.303999662399292,1.49
80,5.0,0.1,61.7,27.774473190307617,6.642,0.0,18.30369544029236,0.0
80,5.0,0.3,83.2,4.240550518035889,9.547,0.09999999999999432,2.521183490753174,0.001
80,5.0,0.5,92.8,1.7888953685760498,12.182,12.5,0.9305181503295898,0.136
80,5.0,1.0,96.7,0.8419077396392822,9.404,86.4,0.32526707649230957,1.629
80,10.0,0.1,100.0,36.866530418395996,14.733,0.0,24.683027029037476,0.0
80,10.0,0.3,100.0,5.403988599777222,14.685,4.5,3.2770113945007324,0.045
80,10.0,0.5,100.0,2.439383029937744,14.367,47.8,1.2734529972076416,0.593
80,10.0,1.0,100.0,0.9374599456787109,17.394,94.5,0.36808323860168457,2.098
100,0.1,0.1,0.0,16.79319143295288,0.0,0.0,11.666552782058716,0.0
100,0.1,0.3,0.0,2.684932231903076,0.0,0.0,1.5267326831817627,0.0
100,0.1,0.5,0.09999999999999432,1.4397211074829102,0.002,0.09999999999999432,0.6715657711029053,0.001
100,0.1,1.0,9.599999999999994,0.8270516395568848,0.203,9.900000000000006,0.28008270263671875,0.107
100,0.3,0.1,0.0,18.922061443328857,0.0,0.0,12.536333560943604,0.0
100,0.3,0.3,0.0,2.7397818565368652,0.0,0.0,1.5976290702819824,0.0
100,0.3,0.5,0.20000000000000284,1.20265793800354,0.013,0.09999999999999432,0.5746016502380371,0.001
100,0.3,1.0,26.900000000000006,0.73775315284729,4.703,1.5999999999999943,0.2544863224029541,0.016
100,0.5,0.1,0.0,21.845563650131226,0.0,0.0,14.633065700531006,0.0
100,0.5,0.3,0.0,2.1852710247039795,0.0,0.0,1.2607998847961426,0.0
100,0.5,0.5,0.0,1.8961682319641113,0.0,0.20000000000000284,0.952566385269165,0.002
100,0.5,1.0,38.4,1.240715742111206,6.509,2.299999999999997,0.4270503520965576,0.023
100,1.0,0.1,0.0,25.087759494781494,0.0,0.0,16.32794713973999,0.0
100,1.0,0.3,0.0,3.7717347145080566,0.0,0.0,2.167267084121704,0.0
100,1.0,0.5,1.2000000000000028,1.6761295795440674,0.149,0.5,0.8129787445068359,0.005
100,1.0,1.0,64.8,0.8005063533782959,12.076,12.400000000000006,0.27433180809020996,0.137
100,1.5,0.1,0.0,29.9783296585083,0.0,0.0,19.47437071800232,0.0
100,1.5,0.3,0.0,3.455467462539673,0.0,0.0,2.061880350112915,0.0
100,1.5,0.5,2.5,1.8248496055603027,0.219,1.5999999999999943,0.8879697322845459,0.016
100,1.5,1.0,76.1,1.0654218196868896,14.199,24.599999999999994,0.35189270973205566,0.295
100,2.0,0.1,0.0,30.027032613754272,0.0,0.0,19.223140239715576,0.0
100,2.0,0.3,0.0,4.367550611495972,0.0,0.0,2.524106502532959,0.0
100,2.0,0.5,12.5,2.036853551864624,1.611,3.0,1.008300542831421,0.03
100,2.0,1.0,88.4,0.8097550868988037,17.533,44.0,0.23608994483947754,0.566
100,2.5,0.1,0.0,31.152292490005493,0.0,0.0,20.06692886352539,0.0
100,2.5,0.3,1.4000000000000057,4.985789060592651,0.175,0.0,2.940187692642212,0.0
100,2.5,0.5,26.299999999999997,2.0504062175750732,3.585,3.799999999999997,1.023381233215332,0.038
100,2.5,1.0,72.9,1.0283458232879639,6.067,45.8,0.34420013427734375,0.612
100,3.0,0.1,0.0,34.52887558937073,0.0,0.0,21.900194883346558,0.0
100,3.0,0.3,9.200000000000003,5.106093406677246,1.062,0.0,2.953523635864258,0.0
100,3.0,0.5,42.6,2.3380446434020996,4.301,6.400000000000006,1.2474093437194824,0.069
100,3.0,1.0,84.0,1.0789737701416016,7.695,48.1,0.3801276683807373,0.653
100,3.5,0.1,0.0,37.225544452667236,0.0,0.0,24.056616067886353,0.0
100,3.5,0.3,27.299999999999997,5.243395805358887,3.182,0.0,2.9371204376220703,0.0
100,3.5,0.5,63.9,2.0975303649902344,6.745,9.599999999999994,1.0213372707366943,0.104
100,3.5,1.0,90.1,1.061901330947876,9.174,71.7,0.41196465492248535,1.151
100,4.0,0.1,1.2000000000000028,35.552430629730225,0.132,0.0,22.686909914016724,0.0
100,4.0,0.3,47.0,5.8544111251831055,5.54,0.4000000000000057,3.375412702560425,0.004
100,4.0,0.5,81.6,2.317857265472412,12.5,10.299999999999997,1.1782832145690918,0.106
100,4.0,1.0,94.9,1.0949208736419678,10.968,79.8,0.46272873878479004,1.454
100,4.5,0.1,20.200000000000003,38.451069831848145,2.665,0.0,24.98151397705078,0.0
100,4.5,0.3,72.7,5.272217035293579,9.662,0.0,3.076570987701416,0.0
100,4.5,0.5,91.1,2.1828858852386475,15.031,13.799999999999997,1.118309736251831,0.144
100,4.5,1.0,97.1,1.075871467590332,12.137,88.0,0.4379153251647949,1.748
100,5.0,0.1,96.6,38.85735559463501,16.355,0.0,26.1383638381958,0.0
100,5.0,0.3,96.9,4.905498743057251,16.19,0.20000000000000284,2.965885639190674,0.002
100,5.0,0.5,98.3,1.6298580169677734,14.726,17.0,0.8528134822845459,0.186
100,5.0,1.0,98.2,0.9964971542358398,12.898,93.4,0.3358476161956787,2.023
100,10.0,0.1,100.0,46.539907693862915,22.093,0.0,30.867468118667603,0.0
100,10.0,0.3,100.0,4.77683162689209,21.899,5.099999999999994,3.0572915077209473,0.052
100,10.0,0.5,100.0,2.3958592414855957,22.017,50.3,1.304725170135498,0.648
100,10.0,1.0,100.0,1.0369126796722412,22.88,97.9,0.41181159019470215,2.685
120,0.1,0.1,0.0,15.57714581489563,0.0,0.0,10.863754034042358,0.0
120,0.1,0.3,0.0,6.605318307876587,0.0,0.0,3.882366418838501,0.0
120,0.1,0.5,0.0,4.4045209884643555,0.0,0.0,2.2576780319213867,0.0
120,0.1,1.0,12.200000000000003,2.485969066619873,0.254,12.400000000000006,0.9184956550598145,0.131
120,0.3,0.1,0.0,48.84934663772583,0.0,0.0,32.549376249313354,0.0
120,0.3,0.3,0.0,2.4418680667877197,0.0,0.0,1.404043436050415,0.0
120,0.3,0.5,0.0,1.3641881942749023,0.0,0.0,0.7018418312072754,0.0
120,0.3,1.0,32.0,0.7915637493133545,6.559,1.2999999999999972,0.29815006256103516,0.013
120,0.5,0.1,0.0,19.576720237731934,0.0,0.0,12.794271469116211,0.0
120,0.5,0.3,0.0,2.657417058944702,0.0,0.0,1.4975628852844238,0.0
120,0.5,0.5,0.0,1.2927489280700684,0.0,0.29999999999999716,0.5824434757232666,0.003
120,0.5,1.0,48.6,0.9055235385894775,10.081,3.9000000000000057,0.303142786026001,0.039
120,1.0,0.1,0.0,24.059110164642334,0.0,0.0,15.895148277282715,0.0
120,1.0,0.3,0.0,3.088897943496704,0.0,0.0,1.806124210357666,0.0
120,1.0,0.5,1.2000000000000028,1.554915428161621,0.173,1.2999999999999972,0.7899167537689209,0.013
120,1.0,1.0,70.5,0.9796664714813232,15.76,15.099999999999994,0.3251197338104248,0.16
120,1.5,0.1,0.0,26.390873193740845,0.0,0.0,17.093934774398804,0.0
120,1.5,0.3,0.0,3.332728624343872,0.0,0.0,1.9027438163757324,0.0
120,1.5,0.5,5.5,1.5683391094207764,0.515,1.7000000000000028,0.7393834590911865,0.018
120,1.5,1.0,85.5,0.8057260513305664,19.897,32.900000000000006,0.24635815620422363,0.389
120,2.0,0.1,0.0,29.570664167404175,0.0,0.0,19.166871547698975,0.0
120,2.0,0.3,0.09999999999999432,3.6202032566070557,0.011,0.0,2.133091449737549,0.0
120,2.0,0.5,13.799999999999997,1.6923696994781494,2.144,2.799999999999997,0.8055403232574463,0.028
120,2.0,1.0,94.0,0.9075953960418701,22.97,51.4,0.3032805919647217,0.701
120,2.5,0.1,0.0,30.67893147468567,0.0,0.0,19.725820779800415,0.0
120,2.5,0.3,0.5999999999999943,3.7875707149505615,0.083,0.0,2.2248339653015137,0.0
120,2.5,0.5,20.700000000000003,2.2808377742767334,2.596,2.799999999999997,1.1207771301269531,0.029
120,2.5,1.0,76.3,0.9015169143676758,8.964,52.5,0.32576417922973633,0.694
120,3.0,0.1,0.0,31.367088794708252,0.0,0.0,19.93291664123535,0.0
120,3.0,0.3,8.799999999999997,3.8262550830841064,1.163,0.0,2.2310521602630615,0.0
120,3.0,0.5,47.9,1.8639450073242188,6.167,7.099999999999994,0.9135799407958984,0.073
120,3.0,1.0,89.0,0.9423384666442871,10.707,56.8,0.31939268112182617,0.798
120,3.5,0.1,0.0,32.04238510131836,0.0,0.0,20.462196588516235,0.0
120,3.5,0.3,26.900000000000006,3.884115219116211,3.799,0.09999999999999432,2.2567355632781982,0.001
120,3.5,0.5,72.9,1.7871572971343994,12.74,7.299999999999997,0.9098465442657471,0.076
120,3.5,1.0,95.0,1.0004899501800537,12.845,78.1,0.3730778694152832,1.404
120,4.0,0.1,1.2000000000000028,34.40834712982178,0.174,0.0,22.040993452072144,0.0
120,4.0,0.3,52.4,3.8839900493621826,8.633,0.09999999999999432,2.3150548934936523,0.001
120,4.0,0.5,86.1,1.8151934146881104,16.992,11.200000000000003,0.9104328155517578,0.117
120,4.0,1.0,96.5,1.0073575973510742,14.727,86.4,0.38991832733154297,1.751
120,4.5,0.1,81.5,35.76328897476196,14.626,0.0,23.81358766555786,0.0
120,4.5,0.3,93.6,4.108167409896851,18.323,0.20000000000000284,2.511561155319214,0.002
120,4.5,0.5,96.5,1.8710355758666992,16.997,16.799999999999997,0.9394078254699707,0.184
120,4.5,1.0,98.7,0.9632601737976074,15.527,92.6,0.34220433235168457,2.11
120,5.0,0.1,98.2,36.20227766036987,22.138,0.0,24.35884165763855,0.0
120,5.0,0.3,98.9,4.0977394580841064,20.972,0.4000000000000057,2.5122716426849365,0.004
120,5.0,0.5,99.0,1.8749289512634277,20.564,21.799999999999997,0.981370210647583,0.239
120,5.0,1.0,99.7,1.0820400714874268,16.855,94.7,0.3720107078552246,2.377
120,10.0,0.1,100.0,47.882572650909424,30.104,0.0,31.976999759674072,0.0
120,10.0,0.3,100.0,7.503756999969482,29.224,4.799999999999997,4.710156679153442,0.048
120,10.0,0.5,100.0,2.2497639656066895,28.286,54.9,1.2316083908081055,0.729
120,10.0,1.0,100.0,1.130075454711914,25.712,98.0,0.4348115921020508,2.642
140,0.1,0.1,0.0,18.31323504447937,0.0,0.0,12.299176931381226,0.0
140,0.1,0.3,0.0,2.5950493812561035,0.0,0.0,1.4502205848693848,0.0
140,0.1,0.5,0.0,1.431020736694336,0.0,0.0,0.6805164813995361,0.0
140,0.1,1.0,12.700000000000003,0.7939102649688721,0.255,13.0,0.2332594394683838,0.135
140,0.3,0.1,0.0,20.515320777893066,0.0,0.0,13.857621431350708,0.0
140,0.3,0.3,0.0,2.896967649459839,0.0,0.0,1.6405630111694336,0.0
140,0.3,0.5,0.0,1.4807448387145996,0.0,0.09999999999999432,0.711294412612915,0.001
140,0.3,1.0,37.1,0.9084515571594238,8.476,1.0,0.3064301013946533,0.01
140,0.5,0.1,0.0,22.59842348098755,0.0,0.0,14.769432306289673,0.0
140,0.5,0.3,0.0,3.117845296859741,0.0,0.0,1.7752995491027832,0.0
140,0.5,0.5,0.09999999999999432,1.5186662673950195,0.001,0.09999999999999432,0.7241604328155518,0.001
140,0.5,1.0,53.5,0.9169306755065918,13.371,4.599999999999994,0.2940845489501953,0.047
140,1.0,0.1,0.0,25.68993353843689,0.0,0.0,16.925474643707275,0.0
140,1.0,0.3,0.0,3.526158332824707,0.0,0.0,2.0417516231536865,0.0
140,1.0,0.5,0.29999999999999716,1.7364137172698975,0.008,0.5999999999999943,0.8562712669372559,0.007
140,1.0,1.0,76.6,0.9206562042236328,19.83,18.400000000000006,0.3202178478240967,0.202
140,1.5,0.1,0.0,28.791322469711304,0.0,0.0,18.488834142684937,0.0
140,1.5,0.3,0.0,3.740360975265503,0.0,0.0,2.1913185119628906,0.0
140,1.5,0.5,5.0,1.8468890190124512,0.75,1.0,0.913381814956665,0.01
140,1.5,1.0,90.1,0.9013996124267578,25.631,37.7,0.2722158432006836,0.461
140,2.0,0.1,0.0,30.96490740776062,0.0,0.0,20.150699138641357,0.0
140,2.0,0.3,0.0,4.5383992195129395,0.0,0.0,2.590909004211426,0.0
140,2.0,0.5,17.799999999999997,2.2284741401672363,3.021,3.200000000000003,1.0999822616577148,0.032
140,2.0,1.0,68.4,1.045708417892456,8.327,48.9,0.3813211917877197,0.643
140,2.5,0.1,0.0,34.717729806900024,0.0,0.0,21.925803661346436,0.0
140,2.5,0.3,2.700000000000003,4.672665119171143,0.443,0.0,2.682358980178833,0.0
140,2.5,0.5,32.0,1.9721159934997559,4.933,6.099999999999994,0.9673573970794678,0.061
140,2.5,1.0,88.6,1.0159931182861328,12.956,52.0,0.3592677116394043,0.753
140,3.0,0.1,0.0,35.807286739349365,0.0,0.0,22.775192737579346,0.0
140,3.0,0.3,12.099999999999994,4.606511354446411,2.379,0.09999999999999432,2.653761625289917,0.001
140,3.0,0.5,57.8,2.0397744178771973,11.394,6.700000000000003,0.998755931854248,0.067
140,3.0,1.0,93.3,1.0232958793640137,15.413,63.3,0.3689703941345215,0.985
140,3.5,0.1,0.0,38.196335315704346,0.0,0.0,24.032471418380737,0.0
140,3.5,0.3,29.400000000000006,4.485180377960205,5.317,0.0,2.651475429534912,0.0
140,3.5,0.5,77.8,2.0138766765594482,16.294,9.900000000000006,1.0191240310668945,0.103
140,3.5,1.0,96.4,1.028656005859375,17.294,83.6,0.36520957946777344,1.611
140,4.0,0.1,31.599999999999994,38.715298652648926,6.065,0.0,24.697970390319824,0.0
140,4.0,0.3,81.3,4.619856357574463,17.347,0.09999999999999432,2.760033130645752,0.001
140,4.0,0.5,93.7,2.209240436553955,18.921,13.200000000000003,1.0874297618865967,0.141
140,4.0,1.0,99.0,1.1695175170898438,19.102,91.9,0.40287089347839355,2.134
140,4.5,0.1,84.7,37.751540660858154,19.683,0.0,25.08176898956299,0.0
