Length,Deletion Probability,Epsilon,%Error_in_BMA,Time Taken_in_BMA,Average_EditDistance_BMA,%Error_in_WA1,Time Taken_in_WA1,Average_EditDistance_WA1
140,4.5,0.3,95.2,4.81952977180481,22.986,0.09999999999999432,2.9375975131988525,0.001
140,4.5,0.5,98.1,2.328404664993286,23.642,18.200000000000003,1.2097723484039307,0.193
140,4.5,1.0,99.8,0.9897208213806152,20.501,96.6,0.34091830253601074,2.446
140,5.0,0.1,98.9,39.08280301094055,28.934,0.0,26.261810064315796,0.0
140,5.0,0.3,99.0,5.100455284118652,27.35,0.09999999999999432,3.177985191345215,0.001
140,5.0,0.5,99.8,2.162440538406372,28.175,19.599999999999994,1.126415491104126,0.219
140,5.0,1.0,99.8,0.9988260269165039,22.144,97.1,0.31768345832824707,2.768
140,10.0,0.1,100.0,53.12065768241882,35.555,0.0,35.237547159194946,0.0
140,10.0,0.3,100.0,6.97717809677124,34.951,7.400000000000006,4.2731029987335205,0.079
140,10.0,0.5,100.0,2.6867194175720215,33.773,60.0,1.4723241329193115,0.842
140,10.0,1.0,100.0,1.2196540832519531,31.825,99.3,0.45610857009887695,3.087
160,0.1,0.1,0.0,20.884170293807983,0.0,0.0,13.944510698318481,0.0
160,0.1,0.3,0.0,2.8430681228637695,0.0,0.0,1.5999171733856201,0.0
160,0.1,0.5,0.0,1.7081868648529053,0.0,0.0,0.8140914440155029,0.0
160,0.1,1.0,15.0,0.9074430465698242,0.308,15.299999999999997,0.29410719871520996,0.161
160,0.3,0.1,0.0,24.567511558532715,0.0,0.0,16.65185046195984,0.0
160,0.3,0.3,0.0,3.214331865310669,0.0,0.0,1.8802897930145264,0.0
160,0.3,0.5,0.0,1.7413091659545898,0.0,0.09999999999999432,0.8371226787567139,0.001
160,0.3,1.0,38.0,1.1639986038208008,10.27,1.5,0.3979074954986572,0.015
160,0.5,0.1,0.0,27.0332989692688,0.0,0.0,17.595433950424194,0.0
160,0.5,0.3,0.0,3.4329535961151123,0.0,0.0,1.9560894966125488,0.0
160,0.5,0.5,0.29999999999999716,1.8711681365966797,0.106,0.0,0.8851602077484131,0.0
160,0.5,1.0,52.8,1.1507654190063477,14.697,4.5,0.3827974796295166,0.046
160,1.0,0.1,0.0,30.88756513595581,0.0,0.0,20.00381827354431,0.0
160,1.0,0.3,0.0,4.045597314834595,0.0,0.0,2.24019455909729,0.0
160,1.0,0.5,0.9000000000000057,2.039124011993408,0.119,0.4000000000000057,0.9491515159606934,0.004
160,1.0,1.0,79.3,1.181340217590332,23.765,20.299999999999997,0.360396146774292,0.236
160,1.5,0.1,0.0,33.70367956161499,0.0,0.0,22.01390528678894,0.0
160,1.5,0.3,0.0,4.417989253997803,0.0,0.0,2.543292284011841,0.0
160,1.5,0.5,7.799999999999997,2.4146738052368164,1.325,2.299999999999997,1.1471755504608154,0.023
160,1.5,1.0,93.8,0.9920856952667236,31.138,40.5,0.3337738513946533,0.515
160,2.0,0.1,0.0,36.23616099357605,0.0,0.0,23.400532484054565,0.0
160,2.0,0.3,0.09999999999999432,5.165123224258423,0.003,0.0,2.9708876609802246,0.0
160,2.0,0.5,9.900000000000006,2.1786701679229736,1.565,1.7000000000000028,1.0883944034576416,0.017
160,2.0,1.0,74.3,1.1652460098266602,11.649,55.9,0.40855860710144043,0.776
160,2.5,0.1,0.0,39.08827495574951,0.0,0.0,24.87374448776245,0.0
160,2.5,0.3,2.4000000000000057,4.783691883087158,0.42,0.0,2.7953975200653076,0.0
160,2.5,0.5,35.2,2.256032705307007,5.831,6.299999999999997,1.109189748764038,0.064
160,2.5,1.0,89.3,1.3492724895477295,15.988,57.9,0.4529569149017334,0.849
160,3.0,0.1,0.0,40.89614176750183,0.0,0.0,25.840909719467163,0.0
160,3.0,0.3,10.5,5.589341640472412,2.056,0.09999999999999432,3.2149150371551514,0.001
160,3.0,0.5,61.0,2.3032946586608887,13.649,6.799999999999997,1.16001558303833,0.072
160,3.0,1.0,95.5,1.1300251483917236,19.069,68.1,0.3765444755554199,1.119
160,3.5,0.1,1.2999999999999972,43.5894992351532,0.225,0.0,27.47037124633789,0.0
160,3.5,0.3,54.6,5.377927541732788,11.268,0.0,3.184605836868286,0.0
160,3.5,0.5,86.0,2.533524513244629,19.627,10.700000000000003,1.2750487327575684,0.111
160,3.5,1.0,99.3,1.2481675148010254,21.476,93.6,0.47278451919555664,2.199
160,4.0,0.1,33.3,43.767566442489624,7.182,0.0,27.831750869750977,0.0
160,4.0,0.3,83.3,5.477412700653076,20.902,0.09999999999999432,3.2851555347442627,0.001
160,4.0,0.5,95.3,2.3747594356536865,24.886,15.400000000000006,1.2216038703918457,0.163
160,4.0,1.0,99.5,1.152005910873413,24.073,94.6,0.37650418281555176,2.501
160,4.5,0.1,90.3,44.73974680900574,25.875,0.0,29.71780753135681,0.0
160,4.5,0.3,97.6,5.865742206573486,29.137,0.20000000000000284,3.4875359535217285,0.002
160,4.5,0.5,99.3,2.581892490386963,31.268,17.0,1.3580992221832275,0.18
160,4.5,1.0,100.0,1.148160696029663,24.941,96.7,0.36655354499816895,2.865
160,5.0,0.1,99.7,45.76649260520935,35.235,0.0,31.2232027053833,0.0
160,5.0,0.3,99.9,5.521659851074219,34.449,0.09999999999999432,3.4521961212158203,0.001
160,5.0,0.5,99.8,2.7416114807128906,34.518,22.599999999999994,1.4433188438415527,0.249
160,5.0,1.0,99.9,1.3039288520812988,36.117,95.4,0.5281248092651367,2.45
160,10.0,0.1,100.0,60.360058307647705,43.379,0.0,40.61940598487854,0.0
160,10.0,0.3,100.0,6.810137987136841,42.152,6.099999999999994,4.241655349731445,0.065
160,10.0,0.5,100.0,3.0327255725860596,40.446,61.3,1.6250030994415283,0.894
160,10.0,1.0,100.0,1.1968164443969727,36.765,99.0,0.45413756370544434,3.445
180,0.1,0.1,0.0,21.035000801086426,0.0,0.0,14.138266324996948,0.0
180,0.1,0.3,0.0,2.962996006011963,0.0,0.0,1.7170500755310059,0.0
180,0.1,0.5,0.0,1.788529396057129,0.0,0.0,0.8445289134979248,0.0
180,0.1,1.0,16.200000000000003,1.0054359436035156,4.807,0.20000000000000284,0.3802175521850586,0.002
180,0.3,0.1,0.0,24.613167762756348,0.0,0.0,16.58998441696167,0.0
180,0.3,0.3,0.0,3.5481669902801514,0.0,0.0,2.0766892433166504,0.0
180,0.3,0.5,0.0,1.828214406967163,0.0,0.0,0.9005165100097656,0.0
180,0.3,1.0,42.1,0.9965097904205322,12.543,2.200000000000003,0.36502742767333984,0.022
180,0.5,0.1,0.0,25.646586656570435,0.0,0.0,16.93597388267517,0.0
180,0.5,0.3,0.0,3.5621659755706787,0.0,0.0,2.052605390548706,0.0
180,0.5,0.5,0.09999999999999432,1.7910802364349365,0.001,0.0,0.8386087417602539,0.0
180,0.5,1.0,60.7,0.9895646572113037,19.425,7.400000000000006,0.4731330871582031,0.077
180,1.0,0.1,0.0,30.079367637634277,0.0,0.0,19.526479482650757,0.0
180,1.0,0.3,0.0,3.985124349594116,0.0,0.0,2.266692876815796,0.0
180,1.0,0.5,1.0999999999999943,1.8594913482666016,0.177,0.20000000000000284,0.8899152278900146,0.002
180,1.0,1.0,82.6,0.9876241683959961,27.573,25.799999999999997,0.3088979721069336,0.283
180,1.5,0.1,0.0,32.37243032455444,0.0,0.0,21.02819037437439,0.0
180,1.5,0.3,0.0,4.214476823806763,0.0,0.0,2.4455409049987793,0.0
180,1.5,0.5,8.0,1.990729808807373,1.583,1.7999999999999972,0.9564495086669922,0.018
180,1.5,1.0,60.3,1.1309857368469238,9.564,62.7,0.4240279197692871,1.009
180,2.0,0.1,0.0,35.229599714279175,0.0,0.0,22.488565683364868,0.0
180,2.0,0.3,0.5,4.529410123825073,0.109,0.09999999999999432,2.6293749809265137,0.001
180,2.0,0.5,18.099999999999994,2.091981887817383,2.989,3.4000000000000057,1.0232529640197754,0.035
180,2.0,1.0,79.9,1.1053054332733154,14.611,53.5,0.38544464111328125,0.751
180,2.5,0.1,0.0,48.216341495513916,0.0,0.0,10911.721563339233,0.0
180,2.5,0.3,3.5999999999999943,4.917958974838257,0.772,0.0,2.832501173019409,0.0
