Length,No. of Transmits,Deletion Probability,Percentage Error,Time Taken
20,30,0.3,0.0,0.6400318145751953
20,30,1.0,0.0,0.7839114665985107
20,30,1.5,0.0,0.6347792148590088
20,30,2.0,0.0,0.6108784675598145
20,30,2.5,0.0,0.8072140216827393
20,30,3.0,0.0,0.6285502910614014
20,30,3.5,0.0,0.6054394245147705
20,30,4.0,0.0,0.8442909717559814
20,30,4.5,0.4,0.6791372299194336
20,30,5.0,0.9,0.6440935134887695
20,30,10.0,16.900000000000002,1.146087408065796
20,33,0.1,0.0,1.107785940170288
20,33,0.3,0.0,1.178487777709961
20,33,1.0,0.0,1.1054205894470215
20,33,1.5,0.0,1.0701725482940674
20,33,2.0,0.0,1.1423141956329346
20,33,2.5,0.0,1.1359879970550537
20,33,3.0,0.0,1.1154391765594482
20,33,3.5,0.1,0.9059031009674072
20,33,4.0,0.0,0.6916849613189697
20,33,4.5,0.2,0.752011775970459
20,33,5.0,0.6000000000000001,0.8417115211486816
20,33,10.0,16.6,0.7139782905578613
20,36,0.1,0.0,0.889631986618042
20,36,0.3,0.0,0.735062837600708
20,36,1.0,0.0,0.8937268257141113
20,36,1.5,0.0,0.7012495994567871
20,36,2.0,0.0,0.8241424560546875
20,36,2.5,0.0,1.0488269329071045
20,36,3.0,0.0,1.240051031112671
20,36,3.5,0.0,1.3399112224578857
20,36,4.0,0.1,1.2620387077331543
20,36,4.5,0.1,1.2771735191345215
20,36,5.0,0.5,1.2445387840270996
20,36,10.0,15.4,1.209315299987793
20,39,0.1,0.0,1.312006950378418
20,39,0.3,0.0,1.2557785511016846
20,39,1.0,0.0,1.21089768409729
20,39,1.5,0.0,1.186812162399292
20,39,2.0,0.0,1.3334448337554932
20,39,2.5,0.0,1.245378017425537
20,39,3.0,0.0,1.1361918449401855
20,39,3.5,0.0,0.74471116065979
20,39,4.0,0.0,0.9207313060760498
20,39,4.5,0.30000000000000004,0.7448787689208984
20,39,5.0,0.6000000000000001,0.7381222248077393
20,39,10.0,13.4,0.9472198486328125
20,42,0.1,0.0,0.8158931732177734
20,42,0.3,0.0,0.9424097537994385
20,42,1.0,0.0,0.8496606349945068
20,42,1.5,0.0,1.0280382633209229
20,42,2.0,0.0,0.8597748279571533
20,42,2.5,0.0,1.1600265502929688
20,42,3.0,0.1,0.8796584606170654
20,42,3.5,0.0,0.9709429740905762
20,42,4.0,0.30000000000000004,1.1040682792663574
20,42,4.5,0.30000000000000004,1.336846113204956
20,42,5.0,0.4,1.3012959957122803
20,42,10.0,15.600000000000001,1.2069766521453857
20,45,0.1,0.0,1.365070104598999
20,45,0.3,0.0,1.5023281574249268
20,45,1.0,0.0,1.357621669769287
20,45,1.5,0.0,0.8199722766876221
20,45,2.0,0.0,1.042250156402588
20,45,2.5,0.0,0.7939536571502686
20,45,3.0,0.0,1.040013074874878
20,45,3.5,0.0,0.8406240940093994
20,45,4.0,0.0,1.080277919769287
20,45,4.5,0.1,1.0578207969665527
20,45,5.0,0.30000000000000004,1.1630241870880127
20,45,10.0,12.9,1.2994635105133057
20,48,0.1,0.0,1.2697944641113281
20,48,0.3,0.0,1.329310417175293
20,48,1.0,0.0,1.2327444553375244
20,48,1.5,0.0,1.2628810405731201
20,48,2.0,0.0,1.2964861392974854
20,48,2.5,0.0,1.3095219135284424
20,48,3.0,0.0,1.3894004821777344
20,48,3.5,0.0,1.2645087242126465
20,48,4.0,0.0,1.0493032932281494
20,48,4.5,0.1,1.0818829536437988
20,48,5.0,0.30000000000000004,0.9989449977874756
20,48,10.0,13.9,1.4594285488128662
20,51,0.1,0.0,1.5882065296173096
20,51,0.3,0.0,1.5575904846191406
20,51,1.0,0.0,1.5306847095489502
20,51,1.5,0.0,1.6066699028015137
20,51,2.0,0.0,1.50614333152771
20,51,2.5,0.0,1.168715476989746
20,51,3.0,0.0,0.9208581447601318
20,51,3.5,0.0,1.1362228393554688
20,51,4.0,0.1,1.1015186309814453
20,51,4.5,0.0,0.954880952835083
20,51,5.0,0.1,0.962914228439331
20,51,10.0,14.3,1.1067323684692383
25,3,0.1,0.0,0.30115342140197754
25,3,0.3,0.2,0.3162052631378174
25,3,1.0,1.6,0.2952265739440918
25,3,1.5,5.5,0.298353910446167
25,3,2.0,8.700000000000001,0.3082163333892822
25,3,2.5,10.0,0.3034825325012207
25,3,3.0,16.5,0.3421778678894043
25,3,3.5,19.8,0.4587523937225342
25,3,4.0,20.6,0.5036804676055908
25,3,4.5,28.900000000000002,0.47173094749450684
25,3,5.0,33.6,0.4757258892059326
25,3,10.0,73.10000000000001,0.5235681533813477
25,6,0.1,0.0,0.5653624534606934
25,6,0.3,0.0,0.5566437244415283
25,6,1.0,0.4,0.6023857593536377
25,6,1.5,0.9,0.5774435997009277
25,6,2.0,2.3000000000000003,0.5514891147613525
25,6,2.5,3.3000000000000003,0.5824329853057861
25,6,3.0,5.5,0.5854709148406982
25,6,3.5,6.4,0.5764875411987305
25,6,4.0,9.1,0.6581978797912598
25,6,4.5,14.9,0.5425360202789307
25,6,5.0,15.5,0.6053903102874756
25,6,10.0,61.300000000000004,0.6214513778686523
25,9,0.1,0.0,0.6523559093475342
25,9,0.3,0.0,0.6531593799591064
25,9,1.0,0.0,0.6573147773742676
25,9,1.5,0.2,0.6820206642150879
25,9,2.0,0.1,0.646134614944458
25,9,2.5,0.30000000000000004,0.6572344303131104
25,9,3.0,0.7000000000000001,0.631354808807373
25,9,3.5,1.8,0.6941969394683838
25,9,4.0,2.7,0.6961147785186768
