Length,No. of Transmits,Deletion Probability,Percentage Error,Time Taken
70,9,0.3,0.0,2.39894700050354
70,9,1.0,0.0,2.166902542114258
70,9,3.0,2.1,2.1799581050872803
70,9,10.0,84.2,2.1675477027893066
70,9,30.0,100.0,2.0978496074676514
70,17,0.01,0.0,3.5227627754211426
70,17,0.03,0.0,3.574424982070923
70,17,0.1,0.0,3.568976402282715
70,17,0.3,0.0,3.5165603160858154
70,17,1.0,0.0,3.637305974960327
70,17,3.0,0.6000000000000001,3.72359037399292
70,17,10.0,68.60000000000001,3.4706802368164062
70,17,30.0,100.0,3.3081307411193848
70,25,0.01,0.0,4.79377007484436
70,25,0.03,0.0,4.780086517333984
70,25,0.1,0.0,4.769329786300659
70,25,0.3,0.0,4.897111654281616
70,25,1.0,0.0,4.925822734832764
70,25,3.0,0.1,4.8858888149261475
70,25,10.0,62.7,4.743111848831177
70,25,30.0,100.0,4.648739337921143
70,33,0.01,0.0,6.186042308807373
70,33,0.03,0.0,6.199881553649902
70,33,0.1,0.0,7.670377254486084
70,33,0.3,0.0,7.78001594543457
70,33,1.0,0.0,7.598580837249756
70,33,3.0,0.1,7.243128061294556
70,33,10.0,53.0,5.944108963012695
70,33,30.0,100.0,8.703209638595581
70,41,0.01,0.0,10.482179880142212
70,41,0.03,0.0,7.577857732772827
70,41,0.1,0.0,7.913442611694336
70,41,0.3,0.0,7.453218698501587
70,41,1.0,0.0,7.464205503463745
70,41,3.0,0.0,7.933537721633911
70,41,10.0,55.1,7.972039222717285
70,41,30.0,100.0,8.124804973602295
70,49,0.01,0.0,9.744068622589111
70,49,0.03,0.0,11.828512191772461
70,49,0.1,0.0,11.688404560089111
70,49,0.3,0.0,11.092353343963623
70,49,1.0,0.0,9.528575420379639
70,49,3.0,0.0,8.943288564682007
70,49,10.0,47.900000000000006,8.981900453567505
70,49,30.0,100.0,8.294955492019653
70,57,0.01,0.0,10.32784128189087
70,57,0.03,0.0,10.144357681274414
70,57,0.1,0.0,10.429748058319092
70,57,0.3,0.0,10.260349035263062
70,57,1.0,0.0,10.530101299285889
70,57,3.0,0.0,12.797248840332031
70,57,10.0,50.2,12.69390869140625
70,57,30.0,100.0,15.104806423187256
70,65,0.01,0.0,12.426764011383057
70,65,0.03,0.0,11.757044315338135
70,65,0.1,0.0,11.797921895980835
70,65,0.3,0.0,11.596737384796143
70,65,1.0,0.0,12.836419582366943
70,65,3.0,0.0,15.899176120758057
70,65,10.0,46.5,12.804327726364136
70,65,30.0,100.0,15.668100357055664
75,1,0.01,0.6000000000000001,1.134108066558838
75,1,0.03,1.5,1.1775901317596436
75,1,0.1,8.200000000000001,0.9984679222106934
75,1,0.3,17.900000000000002,0.9400265216827393
75,1,1.0,52.0,0.9308581352233887
75,1,3.0,89.60000000000001,0.881234884262085
75,1,10.0,99.9,0.8599011898040771
75,1,30.0,100.0,0.8519651889801025
75,9,0.01,0.0,2.406930685043335
75,9,0.03,0.0,2.480492115020752
75,9,0.1,0.0,2.4547274112701416
75,9,0.3,0.0,2.3963913917541504
75,9,1.0,0.0,2.3911983966827393
75,9,3.0,4.5,2.337217092514038
75,9,10.0,85.10000000000001,2.3447306156158447
75,9,30.0,100.0,2.290189504623413
75,17,0.01,0.0,3.9351966381073
75,17,0.03,0.0,4.0173985958099365
75,17,0.1,0.0,3.792893409729004
75,17,0.3,0.0,3.7495570182800293
75,17,1.0,0.0,3.718453884124756
75,17,3.0,0.6000000000000001,3.700096368789673
75,17,10.0,70.9,3.67834734916687
75,17,30.0,100.0,3.54813814163208
75,25,0.01,0.0,5.158328294754028
75,25,0.03,0.0,5.117114543914795
75,25,0.1,0.0,5.304142713546753
75,25,0.3,0.0,5.367904424667358
75,25,1.0,0.0,5.2808709144592285
75,25,3.0,0.2,5.21163535118103
75,25,10.0,62.300000000000004,5.615472793579102
75,25,30.0,100.0,6.0414862632751465
75,33,0.01,0.0,8.268773794174194
75,33,0.03,0.0,7.880574464797974
75,33,0.1,0.0,7.291983366012573
75,33,0.3,0.0,9.992300748825073
75,33,1.0,0.0,8.99893069267273
75,33,3.0,0.0,6.603366374969482
75,33,10.0,55.300000000000004,6.533520460128784
75,33,30.0,100.0,6.7339887619018555
75,41,0.01,0.0,7.931102275848389
75,41,0.03,0.0,8.374902963638306
75,41,0.1,0.0,9.879035472869873
75,41,0.3,0.0,12.081565380096436
75,41,1.0,0.0,7.712878227233887
75,41,3.0,0.0,8.827175855636597
75,41,10.0,53.6,10.550832986831665
75,41,30.0,100.0,13.605613231658936
75,49,0.01,0.0,12.631619453430176
75,49,0.03,0.0,9.335689067840576
75,49,0.1,0.0,10.015819787979126
75,49,0.3,0.0,9.974518775939941
75,49,1.0,0.0,13.014544010162354
75,49,3.0,0.0,12.083787679672241
75,49,10.0,49.300000000000004,9.077719449996948
75,49,30.0,100.0,9.700425624847412
75,57,0.01,0.0,12.941988706588745
75,57,0.03,0.0,18.68935227394104
75,57,0.1,0.0,12.363156080245972
75,57,0.3,0.0,11.389892101287842
75,57,1.0,0.0,11.615607738494873
75,57,3.0,0.0,16.42548108100891
75,57,10.0,48.5,10.84860610961914
75,57,30.0,100.0,10.680089235305786
75,65,0.01,0.0,12.484785079956055
75,65,0.03,0.0,15.460858345031738
75,65,0.1,0.0,22.736199855804443
75,65,0.3,0.0,13.494930982589722
75,65,1.0,0.0,12.387521982192993
75,65,3.0,0.0,15.430514574050903
75,65,10.0,47.800000000000004,15.891895055770874
75,65,30.0,100.0,11.546601295471191
75,73,0.01,0.0,14.263295888900757
75,73,0.03,0.0,16.73656129837036
75,73,0.1,0.0,22.057478427886963
75,73,0.3,0.0,14.383486270904541
75,73,1.0,0.0,14.573060035705566
75,73,3.0,0.0,22.64777135848999
75,73,10.0,46.900000000000006,19.62714171409607
75,73,30.0,100.0,19.539048194885254
80,1,0.01,1.0,1.5867533683776855
80,1,0.03,2.0,0.9365262985229492
80,1,0.1,8.3,0.9115302562713623
80,1,0.3,20.3,0.9734325408935547
80,1,1.0,54.5,0.9234914779663086
80,1,3.0,92.30000000000001,1.4481279850006104
80,1,10.0,100.0,0.9534802436828613
80,1,30.0,100.0,1.0042810440063477
80,9,0.01,0.0,3.2160086631774902
80,9,0.03,0.0,4.551709890365601
80,9,0.1,0.0,4.610501050949097
80,9,0.3,0.0,4.508387088775635
80,9,1.0,0.1,4.520390748977661
80,9,3.0,3.2,4.043705940246582
80,9,10.0,86.7,4.119948148727417
80,9,30.0,100.0,3.4189977645874023
80,17,0.01,0.0,3.6572558879852295
80,17,0.03,0.0,4.1683807373046875
80,17,0.1,0.0,4.175142765045166
80,17,0.3,0.0,3.695772171020508
80,17,1.0,0.0,4.175210237503052
80,17,3.0,0.6000000000000001,4.169138669967651
80,17,10.0,73.2,3.5432753562927246
80,17,30.0,100.0,4.0665740966796875
80,25,0.01,0.0,5.5719122886657715
80,25,0.03,0.0,5.615488767623901
80,25,0.1,0.0,5.5638298988342285
80,25,0.3,0.0,8.101226091384888
80,25,1.0,0.0,8.506507158279419
80,25,3.0,0.1,6.094837427139282
80,25,10.0,65.10000000000001,5.908524513244629
80,25,30.0,100.0,6.54163670539856
80,33,0.01,0.0,11.54377555847168
80,33,0.03,0.0,11.787428379058838
80,33,0.1,0.0,8.91013503074646
80,33,0.3,0.0,7.640758275985718
80,33,1.0,0.0,7.823021411895752
80,33,3.0,0.0,7.207956314086914
80,33,10.0,58.900000000000006,9.785158157348633
80,33,30.0,100.0,10.699341773986816
80,41,0.01,0.0,9.485082626342773
80,41,0.03,0.0,9.215347528457642
80,41,0.1,0.0,8.535788297653198
80,41,0.3,0.0,13.396848440170288
80,41,1.0,0.0,14.110580921173096
80,41,3.0,0.1,9.956768035888672
80,41,10.0,55.5,12.093189716339111
80,41,30.0,100.0,13.10697054862976
80,49,0.01,0.0,10.938518524169922
80,49,0.03,0.0,10.711831331253052
80,49,0.1,0.0,10.307406663894653
80,49,0.3,0.0,14.345121145248413
80,49,1.0,0.0,13.303605318069458
80,49,3.0,0.1,10.689162254333496
80,49,10.0,53.1,12.808435440063477
80,49,30.0,100.0,22.510884761810303
80,57,0.01,0.0,18.294211387634277
80,57,0.03,0.0,12.677445888519287
80,57,0.1,0.0,18.6752507686615
80,57,0.3,0.0,14.661861896514893
80,57,1.0,0.0,14.14881157875061
80,57,3.0,0.0,21.81477189064026
80,57,10.0,55.800000000000004,16.63619375228882
80,57,30.0,100.0,19.807091236114502
80,65,0.01,0.0,15.892509698867798
80,65,0.03,0.0,16.329837322235107
80,65,0.1,0.0,19.325079441070557
80,65,0.3,0.0,14.34235692024231
80,65,1.0,0.0,27.65862774848938
80,65,3.0,0.0,20.267568111419678
80,65,10.0,48.900000000000006,14.232501983642578
80,65,30.0,100.0,22.151888847351074
80,73,0.01,0.0,20.868218183517456
80,73,0.03,0.0,26.092736959457397
80,73,0.1,0.0,22.730003356933594
80,73,0.3,0.0,27.586089611053467
80,73,1.0,0.0,16.856021881103516
80,73,3.0,0.0,15.121160745620728
80,73,10.0,49.1,22.71425199508667
80,73,30.0,100.0,17.572444200515747
85,1,0.01,0.6000000000000001,2.547743082046509
85,1,0.03,2.9000000000000004,2.319838285446167
85,1,0.1,7.9,1.6376068592071533
85,1,0.3,23.400000000000002,1.8482847213745117
85,1,1.0,57.7,1.8858377933502197
85,1,3.0,92.30000000000001,1.767470359802246
85,1,10.0,100.0,1.7304503917694092
85,1,30.0,100.0,1.8458402156829834
85,10,0.01,0.0,5.245125770568848
85,10,0.03,0.0,5.1565985679626465
85,10,0.1,0.0,4.915379285812378
85,10,0.3,0.0,4.52865743637085
85,10,1.0,0.0,4.12614369392395
85,10,3.0,5.0,3.7660117149353027
85,10,10.0,86.2,2.5805511474609375
85,10,30.0,100.0,2.4335546493530273
85,19,0.01,0.0,4.383183479309082
85,19,0.03,0.0,4.734722137451172
85,19,0.1,0.0,7.6084535121917725
85,19,0.3,0.0,7.3073835372924805
85,19,1.0,0.0,7.074391603469849
85,19,3.0,0.6000000000000001,4.2085957527160645
85,19,10.0,71.5,4.911250352859497
85,19,30.0,100.0,4.691016912460327
85,28,0.01,0.0,6.000746488571167
85,28,0.03,0.0,7.164039850234985
85,28,0.1,0.0,8.803726196289062
85,28,0.3,0.0,9.16417407989502
85,28,1.0,0.0,8.853366613388062
85,28,3.0,0.0,7.316734790802002
85,28,10.0,66.9,6.425969362258911
85,28,30.0,100.0,6.293531656265259
85,37,0.01,0.0,8.389376401901245
85,37,0.03,0.0,8.713099002838135
85,37,0.1,0.0,8.32313084602356
85,37,0.3,0.0,8.231276512145996
85,37,1.0,0.0,8.194762945175171
85,37,3.0,0.1,11.760855436325073
85,37,10.0,60.300000000000004,9.828082799911499
85,37,30.0,100.0,7.835981130599976
85,46,0.01,0.0,13.491004467010498
85,46,0.03,0.0,17.40746521949768
85,46,0.1,0.0,11.934595108032227
85,46,0.3,0.0,11.214578628540039
85,46,1.0,0.0,10.575901746749878
85,46,3.0,0.0,10.140483617782593
85,46,10.0,56.900000000000006,9.969220161437988
85,46,30.0,100.0,9.798627614974976
85,55,0.01,0.0,12.001985311508179
85,55,0.03,0.0,16.585949659347534
85,55,0.1,0.0,17.86812424659729
85,55,0.3,0.0,15.27793025970459
85,55,1.0,0.0,16.15796685218811
85,55,3.0,0.0,12.694056034088135
85,55,10.0,55.2,11.95545768737793
85,55,30.0,100.0,11.887638092041016
85,64,0.01,0.0,20.260967016220093
85,64,0.03,0.0,14.12894320487976
85,64,0.1,0.0,20.70974063873291
85,64,0.3,0.0,17.95279335975647
85,64,1.0,0.0,13.804594993591309
85,64,3.0,0.0,13.750865936279297
85,64,10.0,51.900000000000006,14.035333395004272
85,64,30.0,100.0,16.535181999206543
85,73,0.01,0.0,16.579742431640625
85,73,0.03,0.0,18.25667452812195
85,73,0.1,0.0,22.316241979599
85,73,0.3,0.0,16.839998245239258
85,73,1.0,0.0,16.25832486152649
85,73,3.0,0.0,20.37858510017395
85,73,10.0,52.2,15.342364311218262
85,73,30.0,100.0,15.140529155731201
85,82,0.01,0.0,29.092570066452026
85,82,0.03,0.0,18.06023621559143
85,82,0.1,0.0,22.633286237716675
85,82,0.3,0.0,17.035640954971313
85,82,1.0,0.0,22.062422513961792
85,82,3.0,0.0,19.596111536026
85,82,10.0,48.6,26.31122875213623
85,82,30.0,100.0,18.042717933654785
90,1,0.01,0.5,0.9148499965667725
90,1,0.03,2.3000000000000003,0.9059123992919922
90,1,0.1,7.800000000000001,0.8881022930145264
90,1,0.3,21.5,0.9040167331695557
90,1,1.0,58.900000000000006,0.9083638191223145
90,1,3.0,93.10000000000001,0.8903615474700928
90,1,10.0,100.0,0.9559757709503174
90,1,30.0,100.0,0.8813164234161377
90,10,0.01,0.0,4.341745138168335
90,10,0.03,0.0,4.495237588882446
90,10,0.1,0.0,4.455458879470825
90,10,0.3,0.0,4.436655282974243
90,10,1.0,0.0,2.6748995780944824
90,10,3.0,3.2,2.6749496459960938
90,10,10.0,90.9,2.5966861248016357
90,10,30.0,100.0,2.6572606563568115
90,19,0.01,0.0,4.521071672439575
90,19,0.03,0.0,4.468914270401001
90,19,0.1,0.0,7.351531028747559
90,19,0.3,0.0,7.54288387298584
90,19,1.0,0.0,5.700869798660278
90,19,3.0,0.2,5.608814716339111
90,19,10.0,74.2,5.72792911529541
90,19,30.0,100.0,6.3951029777526855
90,28,0.01,0.0,12.007033348083496
90,28,0.03,0.0,10.603161573410034
90,28,0.1,0.0,6.450489282608032
90,28,0.3,0.0,7.623438835144043
90,28,1.0,0.0,7.362963438034058
90,28,3.0,0.1,8.309551477432251
90,28,10.0,64.4,11.232427835464478
90,28,30.0,100.0,9.682491779327393
90,37,0.01,0.0,8.268221855163574
90,37,0.03,0.0,10.053882360458374
90,37,0.1,0.0,13.803376197814941
90,37,0.3,0.0,12.285576343536377
90,37,1.0,0.0,12.220186233520508
90,37,3.0,0.2,14.139612436294556
90,37,10.0,62.0,8.056882381439209
90,37,30.0,100.0,8.130931377410889
90,46,0.01,0.0,11.14389157295227
90,46,0.03,0.0,15.270875453948975
90,46,0.1,0.0,15.361056089401245
90,46,0.3,0.0,11.557183027267456
90,46,1.0,0.0,14.051692485809326
90,46,3.0,0.0,20.71526312828064
90,46,10.0,60.400000000000006,13.082841873168945
90,46,30.0,100.0,15.877784252166748
90,55,0.01,0.0,15.37210464477539
90,55,0.03,0.0,12.214698314666748
90,55,0.1,0.0,15.88202691078186
90,55,0.3,0.0,14.297542810440063
90,55,1.0,0.0,13.067181587219238
90,55,3.0,0.1,20.331949949264526
90,55,10.0,57.0,18.26765012741089
90,55,30.0,100.0,11.86198616027832
90,64,0.01,0.0,15.938327550888062
90,64,0.03,0.0,20.786771535873413
90,64,0.1,0.0,23.370530128479004
90,64,0.3,0.0,27.325478315353394
90,64,1.0,0.0,29.468355894088745
90,64,3.0,0.0,19.176573038101196
90,64,10.0,56.1,26.56606936454773
90,64,30.0,100.0,27.645848035812378
90,73,0.01,0.0,30.077507972717285
90,73,0.03,0.0,23.01287841796875
90,73,0.1,0.0,16.590840101242065
90,73,0.3,0.0,16.645949840545654
90,73,1.0,0.0,23.343916416168213
90,73,3.0,0.0,19.875308990478516
90,73,10.0,55.6,21.271445989608765
90,73,30.0,100.0,15.823634624481201
90,82,0.01,0.0,18.884378671646118
90,82,0.03,0.0,18.439974308013916
90,82,0.1,0.0,18.981430292129517
90,82,0.3,0.0,26.479901790618896
90,82,1.0,0.0,28.427991151809692
90,82,3.0,0.0,17.728195905685425
90,82,10.0,53.400000000000006,22.315871238708496
90,82,30.0,100.0,19.95069408416748
95,1,0.01,0.5,1.1838510036468506
95,1,0.03,2.4000000000000004,0.9548749923706055
95,1,0.1,9.200000000000001,1.0991899967193604
95,1,0.3,22.700000000000003,0.9747719764709473
95,1,1.0,61.7,1.483548879623413
95,1,3.0,94.10000000000001,0.9274270534515381
95,1,10.0,100.0,0.9224894046783447
95,1,30.0,100.0,0.9185006618499756
95,10,0.01,0.0,2.883894205093384
95,10,0.03,0.0,3.252054214477539
95,10,0.1,0.0,5.77399206161499
95,10,0.3,0.0,5.633223533630371
95,10,1.0,0.1,5.734226226806641
95,10,3.0,5.800000000000001,5.323777198791504
95,10,10.0,91.4,3.893813371658325
95,10,30.0,100.0,3.9079976081848145
95,19,0.01,0.0,6.286379098892212
95,19,0.03,0.0,5.445100784301758
95,19,0.1,0.0,7.872988700866699
95,19,0.3,0.0,8.131769895553589
95,19,1.0,0.0,5.343838930130005
95,19,3.0,0.6000000000000001,5.420859098434448
95,19,10.0,76.4,4.6430504322052
95,19,30.0,100.0,5.006697416305542
95,28,0.01,0.0,7.04519248008728
95,28,0.03,0.0,11.293548107147217
95,28,0.1,0.0,9.141700506210327
95,28,0.3,0.0,7.521989822387695
95,28,1.0,0.0,8.400854349136353
95,28,3.0,0.0,13.262279987335205
95,28,10.0,68.9,12.524342060089111
95,28,30.0,100.0,8.542997360229492
95,37,0.01,0.0,11.097991466522217
95,37,0.03,0.0,13.806515455245972
95,37,0.1,0.0,9.068023681640625
95,37,0.3,0.0,9.54330563545227
95,37,1.0,0.0,9.318745613098145
95,37,3.0,0.1,13.285472393035889
95,37,10.0,63.400000000000006,16.146101713180542
95,37,30.0,100.0,12.878491401672363
95,46,0.01,0.0,18.21875286102295
95,46,0.03,0.0,10.324060916900635
95,46,0.1,0.0,10.94575023651123
95,46,0.3,0.0,15.636254787445068
95,46,1.0,0.0,12.717853784561157
95,46,3.0,0.0,11.023913145065308
95,46,10.0,60.5,11.415273666381836
95,46,30.0,100.0,15.786681652069092
95,55,0.01,0.0,16.478708028793335
95,55,0.03,0.0,19.835341453552246
95,55,0.1,0.0,16.927425861358643
95,55,0.3,0.0,14.053991317749023
95,55,1.0,0.0,18.638566970825195
95,55,3.0,0.0,14.03680157661438
95,55,10.0,57.2,13.143077850341797
95,55,30.0,100.0,19.771075010299683
95,64,0.01,0.0,18.660640954971313
95,64,0.03,0.0,23.501473903656006
95,64,0.1,0.0,15.92387056350708
95,64,0.3,0.0,16.198611736297607
95,64,1.0,0.0,20.277348041534424
95,64,3.0,0.0,15.2707839012146
95,64,10.0,57.1,22.46719717979431
95,64,30.0,100.0,19.730964422225952
95,73,0.01,0.0,17.753774166107178
95,73,0.03,0.0,21.124370336532593
95,73,0.1,0.0,19.893768072128296
95,73,0.3,0.0,17.81993794441223
95,73,1.0,0.0,28.779254913330078
95,73,3.0,0.0,22.004618167877197
95,73,10.0,56.300000000000004,25.841986179351807
95,73,30.0,100.0,16.414424896240234
95,82,0.01,0.0,21.954110145568848
95,82,0.03,0.0,27.917968273162842
95,82,0.1,0.0,27.829806089401245
95,82,0.3,0.0,18.617796897888184
95,82,1.0,0.0,26.101045846939087
95,82,3.0,0.0,19.71744680404663
95,82,10.0,56.0,27.71645426750183
95,82,30.0,100.0,21.30076551437378
95,91,0.01,0.0,27.933252096176147
95,91,0.03,0.0,20.93648386001587
95,91,0.1,0.0,25.023879528045654
95,91,0.3,0.0,29.353858709335327
95,91,1.0,0.0,26.19636368751526
95,91,3.0,0.0,26.725415468215942
95,91,10.0,56.300000000000004,20.579352378845215
95,91,30.0,100.0,25.54277491569519
